"","logFC","logCPM","PValue","FDR"
"CSF3R",3.53900972347773,7.0789892991575,4.45833229774075e-16,2.33333818508296e-14
"PPP1R14A",4.80432932153889,3.59514553382121,5.08365453742135e-16,2.65202777997348e-14
"SPIC",3.20281379828624,4.04277323091413,5.24420645825043e-16,2.72698735829022e-14
"C2orf40",3.88801368339801,3.28340900823274,5.38168110182857e-16,2.78950470444781e-14
"SPECC1",1.67348861432458,5.57595041466195,6.15052040370332e-16,3.17783437599649e-14
"OSBPL5",2.64583165491798,5.45688938740407,6.91605601316143e-16,3.56198910333906e-14
"LRRC2",2.54682684032872,2.85064380414932,8.05931317269156e-16,4.13762579773866e-14
"PCDH12",3.23108257631449,5.98866575410923,8.14559522533029e-16,4.15710181864412e-14
"FRMD3",2.43200652533652,4.44675546942289,8.14865988443102e-16,4.15710181864412e-14
"NFE2",4.83424866228078,2.60025092599066,8.33039078437591e-16,4.23644904921155e-14
"CNTN3",4.25495770024855,2.42918906253046,8.85985576771982e-16,4.48064796075722e-14
"RP11-320G24.1",5.7529209405894,0.609124450421137,8.86598656593069e-16,4.48064796075722e-14
"ITM2A",-1.8746467492538,6.59408456233813,9.11895052296539e-16,4.59413295505907e-14
"TUBB1",3.1527031283356,3.50860559773237,9.19601372600389e-16,4.61856937816568e-14
"FAM184A",-3.03866813820926,2.77495214601864,9.38672064102156e-16,4.69975375252634e-14
"ACR",5.14347799444351,0.0831660240868445,9.44588731115443e-16,4.71478054308609e-14
"SPATA2",1.72212695431313,5.03245687782273,9.85329618050521e-16,4.90300017941939e-14
"CAMK2N1",2.55774526703809,3.99453936487273,9.99164470152076e-16,4.95597878507305e-14
"PTPRR",3.88620184460773,0.90297764376705,1.00210552975445e-15,4.95597878507305e-14
"ETV1",2.82970408100678,4.48103576075453,1.11947182413038e-15,5.5195421767794e-14
"RAET1E",4.51105958782208,0.107084836433497,1.25836943608828e-15,6.18551687550747e-14
"RNF165",3.25236050925081,3.46406850008691,1.3927925715568e-15,6.82552771733837e-14
"PRKAR2B",1.98836537807137,6.16933021504328,1.44666954293625e-15,7.0681389269985e-14
"DCAF12L1",5.62326278379966,0.808630487484032,1.49584145535544e-15,7.28636988433983e-14
"PCAT19",2.22953637844073,3.84868593772999,1.65143200442678e-15,8.02010762029725e-14
"FAM222A",3.03407154599052,2.32416100456664,1.72905043269845e-15,8.37191724479022e-14
"ADIPOQ",-8.65483759250144,1.19418675397861,2.06084620211115e-15,9.94865814344522e-14
"FAM211A",2.38961953294975,4.26839975272398,2.14156498943088e-15,1.03075562527012e-13
"SIGLEC11",5.5082004897862,4.91049029255251,2.24273487967438e-15,1.07624654225799e-13
"FLJ44511",4.9314087947447,0.850701406576555,2.315913846827e-15,1.10807570209723e-13
"NFIC",1.94627050931758,6.49132386884272,2.59355370361493e-15,1.23725517683955e-13
"IL34",3.88215251939797,6.82026291540735,2.6486186619005e-15,1.25980767647809e-13
"ALDH1A2",2.86469772872652,2.71007579860041,2.66294400704869e-15,1.26290705225781e-13
"MTHFD2P1",8.0399226516473,0.352349249032274,2.75580281323572e-15,1.30312406712421e-13
"GPM6B",2.56868322566531,4.90367855929503,2.77788322576863e-15,1.30973549641779e-13
"CCDC64",-1.60710497592153,5.51551299927879,2.82698725344458e-15,1.32901272856703e-13
"SLC11A1",5.53393014048117,5.11845763426206,2.91128378806171e-15,1.36467482378359e-13
"RP11-809M12.1",3.93975006571657,0.318710764291655,2.97316777494895e-15,1.38965518082296e-13
"LAMA3",-2.94716227122029,4.70472515603829,4.26720934463555e-15,1.98874090839902e-13
"AK7",3.45397126326308,1.85454216182098,4.3243910781721e-15,2.00959921023561e-13
"NES",3.11921066724453,7.02802441480508,4.43872724562616e-15,2.0568222640764e-13
"RP11-449D8.1",3.89847466661609,0.831311111673143,5.14116068875355e-15,2.37551001881492e-13
"LOC100506497",4.8626471762037,0.613652609768975,5.64289994713985e-15,2.5999139015711e-13
"GATA6",2.66528501912538,4.65405249384491,6.63776967850046e-15,3.04960259206561e-13
"RGL3",3.22322078662951,3.90895593490547,6.99472199040279e-15,3.20449416512164e-13
"FGF17",4.25164087020598,0.711441825422774,7.71279939608321e-15,3.52348564501293e-13
"MYO7A",1.84457637053199,5.44954292921528,7.9888955731716e-15,3.63933575237553e-13
"TNFAIP1",1.44490680262093,6.3684550693828,8.44883715889088e-15,3.83631056105492e-13
"AQP9",4.84049370383618,4.65207008281497,8.46872910151254e-15,3.83631056105492e-13
"ELF5",6.01357876181088,0.412001219486385,8.85970120551597e-15,4.00220915909509e-13
"SIRPG",-1.85540272664583,5.19235442636202,9.0289686319738e-15,4.06731144056491e-13
"ANKRD20A19P",5.62901110880364,0.0857338853021724,9.10201246344612e-15,4.08794211944515e-13
"KALRN",2.6045387155933,5.25629952476175,9.12532219341887e-15,4.08794211944515e-13
"NAT2",5.21619196311838,-0.252270226069532,1.01719969974608e-14,4.54424131057833e-13
"FXYD6",2.51166082235654,6.88236462325278,1.03949303622975e-14,4.63104170300481e-13
"DNAJC6",2.77292601952759,2.68989521587214,1.07837412002223e-14,4.79106216181305e-13
"CEP112",2.05875424002939,4.07848336219109,1.18368384894196e-14,5.24453019317516e-13
"SHE",1.96667824513756,5.51131057040178,1.29804444656845e-14,5.73551223767895e-13
"ANGPT1",2.83090487980278,4.50345366278051,1.35208630415368e-14,5.95133406969917e-13
"MNDA",2.53279283027731,6.32928000321535,1.35424866290458e-14,5.95133406969917e-13
"SENCR",2.81404707186591,1.97798611774587,1.55924541500695e-14,6.83363600311446e-13
"FGFR3",2.99800613076338,2.90802438225095,1.677717157806e-14,7.33298429082126e-13
"TBX2",3.42545012160362,4.70597430198755,1.7003852780977e-14,7.41202984296388e-13
"CTLA4",-2.93879041437293,4.64739785537864,2.07263098531212e-14,9.01037319743753e-13
"CAV2",2.61171520731783,6.18288025666805,2.3157813225951e-14,1.00404331230585e-12
"FAM216B",-3.76318948818112,2.00350680859114,2.62569485279288e-14,1.13536730372638e-12
"PRAM1",2.94592643924657,3.02613842581624,2.67093335724657e-14,1.15184891342377e-12
"CAV1",2.72540996638894,8.05378380548899,2.78184225481176e-14,1.19648811023446e-12
"GRIP2",2.38560707093391,2.70435346056307,2.84420858133859e-14,1.22006740523628e-12
"ALMS1P",3.68100810125276,0.554482811379714,2.897572877794e-14,1.23967059734615e-12
"SEMA3C",3.92797409168276,5.43126412048878,2.90582328093515e-14,1.23992016093096e-12
"TREM1",3.84325838781332,2.79089176549165,3.09718137113486e-14,1.31809518773666e-12
"NPY6R",4.30010010758092,2.42939523697726,3.34460810505279e-14,1.41965885235994e-12
"MTSS1L",2.30096563131198,6.00160295216155,4.93312190406743e-14,2.08844103226645e-12
"GPR37",3.90212470208348,2.71788473662779,5.53284442614829e-14,2.33621827832037e-12
"LHFPL2",-1.88458610455851,5.7874079628685,5.88404479477161e-14,2.47804094846475e-12
"LINC00346",2.59881936541567,1.28675129771035,6.4283039797742e-14,2.70022160937424e-12
"SYNPO",2.08006657299561,7.22992420102693,6.52059950481019e-14,2.73189469408783e-12
"IL2RA",-2.39065529787248,5.10262434563458,6.61270673148725e-14,2.76332540727679e-12
"EMR3",3.60088371498489,2.57170890518848,6.7553738512945e-14,2.81566767843131e-12
"PCDH7",3.91038680459839,5.81549347705339,6.85810776783039e-14,2.85113930132013e-12
"GLT1D1",3.13087507839009,2.67237233111286,6.98838438316339e-14,2.89785005755175e-12
"S100P",5.25841064636409,2.21912445491577,7.23814898405665e-14,2.99374284834179e-12
"CD28",-2.09765220561018,6.31858244634919,7.32788718836849e-14,3.02312733699733e-12
"RP11-475N22.4",3.59886285506003,1.65640876170104,7.45699766734e-14,3.06856402738479e-12
"LOC101928836",5.04669729241454,0.000568776947975587,7.81468320436769e-14,3.20759027363031e-12
"LAMA4",-3.17844716240575,5.44586089695997,7.95975642262574e-14,3.25886533839756e-12
"DAAM2",2.75081357414245,6.09832823300772,1.00654101729192e-13,4.11055084132449e-12
"FDXR",2.89797528390194,4.76792846012464,1.05047892818123e-13,4.27918015782037e-12
"CXorf36",-2.93834580738468,3.95012828982111,1.12585611774583e-13,4.57470983321244e-12
"ZNF521",2.40791394107777,5.54968567181419,1.14746432476481e-13,4.650825328345e-12
"STAB1",3.07852744594813,8.83106441060698,1.24206813912341e-13,5.02168148647595e-12
"KLRF1",2.22509101525956,3.49336885801484,1.27636154320398e-13,5.14746106650742e-12
"OPCML",2.91297621314422,0.711743842441426,1.3172080405864e-13,5.29897722198091e-12
"C2CD2",1.75531208105498,7.04353797469571,1.34815854250913e-13,5.41002976413342e-12
"ZNF536",3.89013349121612,0.142173160553134,1.36597326434642e-13,5.46795040371544e-12
"PF4",4.07061217359931,1.22379202866899,1.38191297000361e-13,5.51809791380207e-12
"LUM",-3.44088859159346,6.74385957412496,1.45142426571987e-13,5.78138749389698e-12
"FAM150B",3.14880883670234,2.1172530407789,1.45765409568277e-13,5.7919366180299e-12
"SEMA3F",2.96686364908807,5.48554813773161,1.50911305839714e-13,5.98170989715651e-12
"TMCC3",1.63368709692707,5.2234031837327,1.9421722919941e-13,7.67941572276983e-12
"GPC1",2.25059497518432,3.72896217669845,1.98950632456959e-13,7.84738933681451e-12
"PEAK1",2.15085488924395,7.77168057197802,2.00861097870546e-13,7.9034687950425e-12
"BMPR1B",4.68176003237315,1.31201655136511,2.05674179458693e-13,8.07321075292714e-12
"SLIT2",2.73501815694351,5.49827180477353,2.18206474768534e-13,8.54439493936254e-12
"IFITM10",3.6738957557188,1.71568784068098,2.27059798832922e-13,8.86959194861355e-12
"UG0898H09",6.87822477802682,-0.61326408198663,2.29489436069208e-13,8.94289918099094e-12
"PROK2",4.32075973488114,1.89940069327646,2.49880644490425e-13,9.71411005456527e-12
"ALPK2",-3.21508434971705,4.96473764879825,2.61438758428636e-13,1.01390589959422e-11
"SOX17",3.27341937444619,3.15618234554379,2.6322010441217e-13,1.01837213601761e-11
"CD244",2.11953130942927,4.48918304242209,2.76720410381252e-13,1.06804832379131e-11
"SLC26A7",-4.98575693983681,3.77418861739209,2.8768676942544e-13,1.10773105598767e-11
"BAALC",2.62776983741873,3.76127059325624,3.14901717322209e-13,1.20803230831593e-11
"CYTL1",-4.15746721953148,1.14134220632679,3.15229800958027e-13,1.20803230831593e-11
"HOXC8",-8.85097695218436,1.37706529184115,3.24138155359033e-13,1.2392345741055e-11
"GUCY1A2",2.78932341224685,5.6803030759958,3.26266794817706e-13,1.24443080325282e-11
"ENAH",2.3342321648613,6.46909222734138,3.57296238200657e-13,1.35957523863083e-11
"ARL4D",2.41164558538971,2.85069004180952,3.61118587704529e-13,1.37089431933278e-11
"IL21R",-2.16050408048557,5.56123751021711,3.63373894418661e-13,1.37622543806524e-11
"ACTN4",1.44824132041211,8.7760193238745,3.71025452926299e-13,1.40192140764582e-11
"RASIP1",2.73427186420489,5.05865509912678,3.71982102756353e-13,1.40225980554213e-11
"MAMDC4",2.09623338578586,4.30992302965825,3.77342649362273e-13,1.41915937802016e-11
"TBXA2R",2.69682975795592,2.73390911786927,3.80152705116523e-13,1.42641056778293e-11
"KIRREL2",-3.85422628369553,0.592679353102419,4.00054166292432e-13,1.49761017992620e-11
"ADAMDEC1",-3.66496193414299,6.73845750005777,4.05418528716842e-13,1.51418670817755e-11
"DNAJB4",1.88576381630476,6.14064456170262,4.11577089951754e-13,1.53364624394004e-11
"HAP1",3.50955901643497,1.87131708185895,4.15544792878899e-13,1.54487135412358e-11
"NAV3",3.37578066979484,4.49631915069344,4.17952830898637e-13,1.55025990396623e-11
"GFI1B",3.98019603228947,0.0621913938179431,4.30702924372432e-13,1.59389649724279e-11
"TRAT1",-1.76215009157012,4.90318110361195,4.91481619747049e-13,1.81466683893819e-11
"CDHR1",2.88470314448253,4.55784257827821,4.98847820205701e-13,1.83766900873954e-11
"SLC48A1",1.45574384794639,4.92075370894091,5.00101019654446e-13,1.83809856587539e-11
"ADRA2B",3.63305571094571,2.55167709052541,5.07280334713645e-13,1.86025795305874e-11
"KLK7",7.39001418620923,-0.205696072862351,5.42529766949847e-13,1.98502067672238e-11
"TRIM2",2.07456379833314,5.85410654961688,5.53198684567967e-13,2.01948738754699e-11
"GNG12",1.98785698835495,7.07749183117796,6.22898578121527e-13,2.26880986607688e-11
"JDP2",2.41828819882269,5.83843825756063,6.37952973537435e-13,2.31842145798818e-11
"PLEKHG3",2.16862654272071,5.52791541856177,6.74469736236018e-13,2.44563331264773e-11
"PDE9A",2.18232056307402,4.6126007698563,6.86553462678776e-13,2.48387977593762e-11
"P4HA2",1.93656783874251,3.62665397056414,7.00527946967951e-13,2.52878079427806e-11
"PDLIM2",2.6005082934732,7.07640607593031,7.03287593662409e-13,2.53308841084821e-11
"CDR1",4.05267332260023,0.655089140545424,7.11348867766974e-13,2.55642975322833e-11
"HOMER3",4.41881027735198,6.19491731282453,7.19057394341155e-13,2.57840270095015e-11
"LOC400553",3.67570244233016,0.347254281985983,7.79078664290607e-13,2.78744693781144e-11
"PIR",2.4696321516028,1.0958022292543,8.4514637725389e-13,3.01715391014347e-11
"TNNT2",-4.35467712378145,0.201765527926063,8.71675772918411e-13,3.10500894265122e-11
"GPC6",2.39036383159061,3.02925054047096,8.90886035515847e-13,3.16099388822638e-11
"MGAT4A",-1.56420231311911,6.44563042223062,8.91301764179589e-13,3.16099388822638e-11
"LOC101928801",2.82944194715335,1.94226607040108,8.96744613186333e-13,3.17333783029527e-11
"MMP15",2.17518272471541,4.41873336090976,9.53918873454425e-13,3.36829170775217e-11
"SLC17A7",-4.54883839531301,1.03884654304649,9.67286198997874e-13,3.40805063402911e-11
"ROR2",2.63925054021147,3.1219189026066,1.0068929687467e-12,3.5398854544721e-11
"PLEKHG5",2.96294870492035,6.42055666421331,1.02885669835156e-12,3.60925607933655e-11
"DAB2IP",2.21259291771816,6.02097003370065,1.10261704332166e-12,3.8596369750212e-11
"ELTD1",1.94179040630551,6.27141366955534,1.12397829662968e-12,3.92591296179162e-11
"LRRFIP2",1.29767017928645,6.2611141707872,1.26641401355753e-12,4.41388953173543e-11
"KRT222",2.81507186905736,1.8185559790372,1.44384998303993e-12,5.021492887252e-11
"CD2",-1.57858301969321,6.96546273414013,1.59866330386056e-12,5.54797917382683e-11
"OAF",2.903396355718,5.62334167322313,1.6128993593437e-12,5.58539795274225e-11
"CTTNBP2",3.25403953007688,2.82413927042537,1.61657828930037e-12,5.58617608858239e-11
"AXL",2.67585625802289,6.65687377500928,1.63693939311892e-12,5.64447417175248e-11
"CNKSR3",1.92393766869538,4.2803884022542,1.84987346711632e-12,6.36513908727769e-11
"HECW2",2.21513238880881,5.46237775142555,1.88745477028238e-12,6.48066211146638e-11
"EMB",-1.35032615362516,7.51057621282074,1.90132176813276e-12,6.51444399030572e-11
"SLAMF1",-1.84991384694245,5.15933079560211,1.99724631001119e-12,6.82864002653296e-11
"PGC",5.61954919351356,2.37969090977908,2.06619037819512e-12,7.04945797387584e-11
"MLLT4",1.55974647909364,6.54285779881518,2.23131620341948e-12,7.5968096087789e-11
"CREB5",2.75653344287829,4.48215501866561,2.34415424658983e-12,7.96421480585099e-11
"F8",2.10332291394183,5.54646592833742,2.72578045312066e-12,9.24136718823216e-11
"GPR126",2.15538157533685,4.89598789103671,2.75437316869483e-12,9.31877047785206e-11
"LRFN5",3.32766225532297,0.448980621553189,3.02550104882529e-12,1.02146979043012e-10
"ZMIZ1",1.6914228684649,7.85004535488149,3.04313724785979e-12,1.02528365775809e-10
"TBKBP1",1.55468888956891,4.62679938017063,3.18034655798852e-12,1.06928408598317e-10
"LOC730102",2.00259039125431,4.91722374213242,3.18912273878056e-12,1.07001022679583e-10
"FGR",1.41340327717028,6.90317535699245,3.22425046272202e-12,1.07955649033417e-10
"FES",2.51561204233544,6.89772263309793,3.24347428512054e-12,1.08374930039193e-10
"SEC16B",2.42598962027252,4.27472661663195,3.53118080957293e-12,1.17744857840028e-10
"MAPK10",2.47726864064696,3.12871944023839,3.60394848446944e-12,1.19913590200408e-10
"EFNA5",2.67802923460177,3.78086550234457,3.6110511023744e-12,1.19913590200408e-10
"SPATA13",1.42542770472579,8.13185830690021,3.84244971087494e-12,1.27336263779241e-10
"TMEM63C",2.21936162287019,2.52558751115357,3.87679464481496e-12,1.28211703468195e-10
"MIR503HG",2.8821995890005,1.05925582113856,3.98544909950386e-12,1.31536087422809e-10
"NET1",-1.66786148417948,6.02234640940269,4.05814805312899e-12,1.33662668666399e-10
"SSC5D",2.59075284739987,4.07057105837886,4.48386573248344e-12,1.47384302084801e-10
"LYNX1",2.34272435552408,4.08143250251369,4.56989171226834e-12,1.49907279453963e-10
"APOBEC3A",4.08430683409831,1.99868731272788,4.61409690224126e-12,1.51050961747056e-10
"GPR116",2.32660482165495,7.22391179953176,4.73182917238461e-12,1.54592204799604e-10
"C8orf4",2.40700818943137,6.56940957798811,5.06310219910071e-12,1.65081630572292e-10
"DOC2A",3.38831092663505,1.47335647390928,5.36360831775699e-12,1.74527713711803e-10
"GNG12-AS1",4.2234085836766,-0.356997181057949,5.54174748847055e-12,1.79962129284228e-10
"PGR",3.09833085798846,3.30686733138328,5.571550825148e-12,1.80567374637863e-10
"SYT1",3.37638681737699,2.68923200755973,5.97148398843901e-12,1.93141678122071e-10
"CSPG4",2.7608627885785,3.77092933959677,6.23618284219983e-12,2.00646263701731e-10
"FAM196B",4.40520383045766,1.36276218595269,6.23921609214774e-12,2.00646263701731e-10
"KIAA0895L",1.8870272870893,4.64667421085709,6.24072907753962e-12,2.00646263701731e-10
"GRB10",1.85770288725966,6.00776217861881,6.27719842603093e-12,2.01418359019389e-10
"FREM2",3.93389128854182,0.307692514431345,6.32554476823837e-12,2.02567742558319e-10
"MEIS1",2.59376059439576,4.72789494079615,6.51225547534925e-12,2.08134773808988e-10
"HOXB5",3.6789767599667,0.239147124946287,6.62657527930269e-12,2.11370760191091e-10
"BAMBI",2.77504985982229,4.02067832585243,7.09306445584122e-12,2.2567798153714e-10
"CLEC4M",-7.67403000947104,4.36633525797035,7.11188781076607e-12,2.2567798153714e-10
"AHDC1",2.13917092311684,5.84384444911999,7.12011011215141e-12,2.2567798153714e-10
"ANKRD45",4.09529740550057,-0.024629713217841,7.13093300553293e-12,2.2567798153714e-10
"RAPGEF2",1.58792487044408,6.60218974728428,7.31277287015548e-12,2.30980786828427e-10
"PADI4",3.72443315416416,3.35585625788705,7.3536379781734e-12,2.31818778524406e-10
"SCARA3",-2.09009755091348,5.05395112350402,7.3994539851959e-12,2.32809279861066e-10
"FAM178B",3.91486899409809,3.28700579295374,7.57042675300175e-12,2.37726099902028e-10
"NRGN",2.9024892959987,3.90108798660349,7.79431462476417e-12,2.44282279286213e-10
"GAS2L1",2.67819281253033,4.29589017387961,7.95114027930989e-12,2.48715358988394e-10
"DNASE1L3",2.4895923675942,7.04388377075032,8.41308872332563e-12,2.62657279601587e-10
"CLU",-2.94858575701343,10.1889836378413,8.97476325065207e-12,2.79652931193729e-10
"SEMA3B",3.92235447141581,2.92686907064159,9.14064115304027e-12,2.84273939859552e-10
"SHC2",2.65556141471989,4.69128573634511,9.28533675038856e-12,2.88219704275017e-10
"FITM1",3.12476258143705,1.34190140927187,9.35243687809946e-12,2.89746377763648e-10
"HELZ2",1.48549888375318,6.4067334142188,9.69402702596421e-12,2.99754885399413e-10
"CAMTA1",1.48162136290786,5.14994881483985,9.89497977508558e-12,3.05384757486038e-10
"TM4SF1",2.03599461409357,6.55376989990694,1.00792692433647e-11,3.10479889911798e-10
"GPM6A",2.35346866463827,4.42161316447547,1.0183044899957e-11,3.13080232171302e-10
"OIT3",4.59038738921893,2.04688744838721,1.02493682944994e-11,3.14521411875986e-10
"ATP1B1",2.58469725871579,5.48847344114074,1.06404253172827e-11,3.25903329983135e-10
"IGSF9",4.26447077659556,0.277984504734087,1.1632826660817e-11,3.55625846424825e-10
"PSD3",1.92699996974176,5.60428002073895,1.25259522082028e-11,3.82206979454823e-10
"LOC100131825",2.76687345173778,3.83434866055432,1.2857286276332e-11,3.91578217817026e-10
"CYP11A1",3.64624520652504,0.946488525199715,1.30341708696074e-11,3.96219194179119e-10
